MaterialDefinition,MaterialClass,LotNumber,Quantity,Unit,Transaction Date,Manufacturer
Chest_Nano_Particle_004,Chest Plate,CH457693B,1,EA,2024-08-11T22:41:35Z,Stark Industries
Chest_Nano_Particle_004,Chest Plate,CH233686B,1,EA,2024-08-25T23:54:12Z,Pym Technologies
Chest_Nano_Particle_004,Chest Plate,CH697256B,1,EA,2024-08-02T02:25:07Z,Stark Industries
Chest_Nano_Particle_004,Chest Plate,CH185885C,1,EA,2024-08-04T18:11:29Z,Pym Technologies
Chest_Nano_Particle_004,Chest Plate,CH524687A,1,EA,2024-09-01T16:06:58Z,Stark Industries
Chest_Nano_Particle_004,Chest Plate,CH871433A,1,EA,2024-08-16T13:11:20Z,Pym Technologies
Chest_Nano_Particle_004,Chest Plate,CH610538B,1,EA,2024-07-27T09:02:05Z,Stark Industries
Chest_Nano_Particle_005,Chest Plate,CH181328B,1,EA,2024-10-16T19:26:34Z,Pym Technologies
Chest_Nano_Particle_005,Chest Plate,CH480126A,1,EA,2024-08-27T18:09:35Z,Stark Industries
Chest_Nano_Particle_005,Chest Plate,CH952318B,1,EA,2024-08-16T20:09:38Z,Pym Technologies
Chest_Vibranium_001,Chest Plate,CH516385B,1,EA,2024-10-07T13:29:59Z,Stark Industries
Chest_Vibranium_001,Chest Plate,CH188553B,1,EA,2024-10-28T13:13:07Z,Pym Technologies
Chest_Vibranium_001,Chest Plate,CH472757A,1,EA,2024-08-05T20:42:57Z,Stark Industries
Chest_Vibranium_001,Chest Plate,CH436229B,1,EA,2024-10-24T02:57:49Z,Pym Technologies
Chest_Vibranium_001,Chest Plate,CH984380A,1,EA,2024-08-23T04:43:54Z,Stark Industries
Chest_Vibranium_002,Chest Plate,CH519952C,1,EA,2024-09-19T07:50:36Z,Pym Technologies
Chest_Vibranium_002,Chest Plate,CH277288B,1,EA,2024-08-12T21:47:01Z,Stark Industries
Chest_Vibranium_002,Chest Plate,CH837350A,1,EA,2024-10-14T12:50:07Z,Pym Technologies
Chest_Vibranium_002,Chest Plate,CH225696B,1,EA,2024-09-27T02:44:26Z,Stark Industries
Chest_Vibranium_002,Chest Plate,CH708894B,1,EA,2024-10-09T18:39:29Z,Pym Technologies
Chest_Vibranium_003,Chest Plate,CH225292C,1,EA,2024-10-26T16:48:25Z,Stark Industries
Chest_Vibranium_003,Chest Plate,CH136356A,1,EA,2024-10-01T14:18:59Z,Pym Technologies
Chest_Vibranium_004,Chest Plate,CH351955B,1,EA,2024-10-08T20:55:15Z,Stark Industries
Chest_Vibranium_004,Chest Plate,CH430260B,1,EA,2024-07-25T05:21:24Z,Pym Technologies
Chest_Vibranium_004,Chest Plate,CH612800B,1,EA,2024-09-13T21:47:26Z,Stark Industries
Chest_Vibranium_004,Chest Plate,CH859674C,1,EA,2024-07-07T21:41:54Z,Pym Technologies
Chest_Vibranium_004,Chest Plate,CH128401A,1,EA,2024-09-20T19:10:43Z,Stark Industries
Chest_Vibranium_004,Chest Plate,CH500322A,1,EA,2024-10-08T08:05:05Z,Pym Technologies
Chest_Vibranium_004,Chest Plate,CH116095A,1,EA,2024-10-18T21:40:46Z,Stark Industries
Chest_Vibranium_004,Chest Plate,CH495246C,1,EA,2024-09-13T05:44:39Z,Pym Technologies
Chest_Vibranium_005,Chest Plate,CH918543A,1,EA,2024-09-10T14:18:03Z,Stark Industries
Foot_Repulsor_001,Foot Repulsor,FO340261B,1,EA,2024-09-14T11:12:05Z,Pym Technologies
Foot_Repulsor_001,Foot Repulsor,FO858045B,1,EA,2024-08-27T22:23:52Z,Stark Industries
Foot_Repulsor_001,Foot Repulsor,FO107330C,1,EA,2024-08-11T20:42:22Z,Pym Technologies
Foot_Repulsor_001,Foot Repulsor,FO723981B,1,EA,2024-08-19T07:24:11Z,Stark Industries
Foot_Repulsor_001,Foot Repulsor,FO896406A,1,EA,2024-09-20T00:29:16Z,Pym Technologies
Foot_Repulsor_001,Foot Repulsor,FO732546A,1,EA,2024-10-24T01:17:37Z,Stark Industries
Foot_Repulsor_001,Foot Repulsor,FO410823C,1,EA,2024-10-08T13:08:12Z,Pym Technologies
Foot_Repulsor_001,Foot Repulsor,FO277132B,1,EA,2024-10-09T00:09:51Z,Stark Industries
Foot_Repulsor_002,Foot Repulsor,FO982064C,1,EA,2024-10-27T09:45:13Z,Pym Technologies
Foot_Repulsor_002,Foot Repulsor,FO904387A,1,EA,2024-07-16T04:07:08Z,Stark Industries
Foot_Repulsor_002,Foot Repulsor,FO926743B,1,EA,2024-07-15T22:23:25Z,Pym Technologies
Foot_Repulsor_002,Foot Repulsor,FO782383A,1,EA,2024-09-02T08:58:26Z,Stark Industries
Foot_Repulsor_003,Foot Repulsor,FO494810B,1,EA,2024-10-21T18:45:10Z,Pym Technologies
Foot_Repulsor_003,Foot Repulsor,FO857795A,1,EA,2024-07-15T23:00:45Z,Stark Industries
Foot_Repulsor_003,Foot Repulsor,FO347813B,1,EA,2024-07-22T00:38:29Z,Pym Technologies
Foot_Repulsor_003,Foot Repulsor,FO717309B,1,EA,2024-10-14T01:25:25Z,Stark Industries
Foot_Repulsor_003,Foot Repulsor,FO329040B,1,EA,2024-10-25T13:01:51Z,Pym Technologies
Foot_Repulsor_004,Foot Repulsor,FO197914B,1,EA,2024-10-16T20:19:39Z,Stark Industries
Foot_Repulsor_004,Foot Repulsor,FO528584A,1,EA,2024-08-08T09:54:21Z,Pym Technologies
Foot_Repulsor_004,Foot Repulsor,FO931633B,1,EA,2024-08-22T17:52:02Z,Stark Industries
Foot_Repulsor_004,Foot Repulsor,FO644548C,1,EA,2024-07-03T21:01:04Z,Pym Technologies
Foot_Repulsor_004,Foot Repulsor,FO569000A,1,EA,2024-07-26T22:29:03Z,Stark Industries
Foot_Repulsor_004,Foot Repulsor,FO850176B,1,EA,2024-08-18T18:26:14Z,Pym Technologies
Foot_Repulsor_004,Foot Repulsor,FO536402C,1,EA,2024-07-03T16:54:45Z,Stark Industries
Foot_Repulsor_004,Foot Repulsor,FO586017A,1,EA,2024-10-10T10:30:36Z,Pym Technologies
Foot_Repulsor_004,Foot Repulsor,FO791855B,1,EA,2024-09-14T07:56:40Z,Stark Industries
Foot_Repulsor_004,Foot Repulsor,FO599308C,1,EA,2024-08-16T17:11:39Z,Pym Technologies
Foot_Repulsor_005,Foot Repulsor,FO746921B,1,EA,2024-08-20T05:23:36Z,Stark Industries
Foot_Repulsor_005,Foot Repulsor,FO977125C,1,EA,2024-10-07T19:42:50Z,Pym Technologies
Foot_Repulsor_005,Foot Repulsor,FO455027C,1,EA,2024-07-26T16:31:46Z,Stark Industries
Foot_Repulsor_005,Foot Repulsor,FO873290B,1,EA,2024-07-26T08:53:08Z,Pym Technologies
Foot_Repulsor_005,Foot Repulsor,FO602174C,1,EA,2024-09-06T11:19:21Z,Stark Industries
Foot_Repulsor_005,Foot Repulsor,FO383000C,1,EA,2024-07-04T12:28:57Z,Pym Technologies
Hand_Repulsor_001,Hand Repulsor,HA851617B,1,EA,2024-07-14T17:46:15Z,Stark Industries
Hand_Repulsor_001,Hand Repulsor,HA188190B,1,EA,2024-10-06T22:13:03Z,Pym Technologies
Hand_Repulsor_001,Hand Repulsor,HA898246B,1,EA,2024-09-26T14:32:07Z,Stark Industries
Hand_Repulsor_001,Hand Repulsor,HA743938B,1,EA,2024-09-10T14:17:20Z,Pym Technologies
Hand_Repulsor_001,Hand Repulsor,HA551689C,1,EA,2024-07-16T10:04:50Z,Stark Industries
Hand_Repulsor_001,Hand Repulsor,HA208238A,1,EA,2024-08-16T09:31:24Z,Pym Technologies
Hand_Repulsor_001,Hand Repulsor,HA566399B,1,EA,2024-07-11T23:16:31Z,Stark Industries
Hand_Repulsor_001,Hand Repulsor,HA279765C,1,EA,2024-07-14T02:31:39Z,Pym Technologies
Hand_Repulsor_001,Hand Repulsor,HA438989A,1,EA,2024-08-08T15:57:02Z,Stark Industries
Hand_Repulsor_001,Hand Repulsor,HA453282C,1,EA,2024-07-03T00:24:35Z,Pym Technologies
Hand_Repulsor_002,Hand Repulsor,HA291495C,1,EA,2024-08-04T03:14:11Z,Stark Industries
Hand_Repulsor_002,Hand Repulsor,HA343469C,1,EA,2024-08-06T16:35:26Z,Pym Technologies
Hand_Repulsor_002,Hand Repulsor,HA650685A,1,EA,2024-07-05T17:23:19Z,Stark Industries
Hand_Repulsor_002,Hand Repulsor,HA278810C,1,EA,2024-07-25T19:33:26Z,Pym Technologies
Hand_Repulsor_002,Hand Repulsor,HA423267C,1,EA,2024-08-02T19:03:59Z,Stark Industries
Hand_Repulsor_002,Hand Repulsor,HA869256B,1,EA,2024-08-15T10:35:40Z,Pym Technologies
Hand_Repulsor_002,Hand Repulsor,HA996837B,1,EA,2024-08-17T17:55:51Z,Stark Industries
Hand_Repulsor_002,Hand Repulsor,HA219992A,1,EA,2024-09-05T20:23:01Z,Pym Technologies
Hand_Repulsor_002,Hand Repulsor,HA217708C,1,EA,2024-09-07T14:58:44Z,Stark Industries
Hand_Repulsor_003,Hand Repulsor,HA706853C,1,EA,2024-10-21T15:32:57Z,Pym Technologies
Hand_Repulsor_003,Hand Repulsor,HA773900A,1,EA,2024-09-19T23:06:08Z,Stark Industries
Hand_Repulsor_003,Hand Repulsor,HA561757A,1,EA,2024-07-18T17:05:28Z,Pym Technologies
Hand_Repulsor_003,Hand Repulsor,HA846781B,1,EA,2024-09-25T08:36:20Z,Stark Industries
Hand_Repulsor_003,Hand Repulsor,HA643839C,1,EA,2024-10-08T07:02:11Z,Pym Technologies
Hand_Repulsor_004,Hand Repulsor,HA882346C,1,EA,2024-09-26T10:28:48Z,Stark Industries
Hand_Repulsor_004,Hand Repulsor,HA783993C,1,EA,2024-08-10T01:10:44Z,Pym Technologies
Hand_Repulsor_004,Hand Repulsor,HA228541B,1,EA,2024-09-01T10:52:25Z,Stark Industries
Hand_Repulsor_004,Hand Repulsor,HA228382A,1,EA,2024-08-25T12:03:10Z,Pym Technologies
Hand_Repulsor_004,Hand Repulsor,HA423589C,1,EA,2024-08-13T17:38:50Z,Stark Industries
Hand_Repulsor_004,Hand Repulsor,HA409236B,1,EA,2024-10-21T11:51:41Z,Pym Technologies
Hand_Repulsor_005,Hand Repulsor,HA107578B,1,EA,2024-10-12T22:01:45Z,Stark Industries
Hand_Repulsor_005,Hand Repulsor,HA521022B,1,EA,2024-07-19T10:53:52Z,Pym Technologies
Hand_Repulsor_005,Hand Repulsor,HA813108A,1,EA,2024-08-17T03:17:19Z,Stark Industries
Hand_Repulsor_005,Hand Repulsor,HA994622A,1,EA,2024-07-07T23:17:06Z,Pym Technologies
Hand_Repulsor_005,Hand Repulsor,HA825460A,1,EA,2024-08-06T15:24:06Z,Stark Industries
Hand_Repulsor_005,Hand Repulsor,HA758438B,1,EA,2024-08-26T08:05:58Z,Pym Technologies
Hand_Repulsor_005,Hand Repulsor,HA283115C,1,EA,2024-07-22T14:09:56Z,Stark Industries
Helmet_Base_001,Helmet,HE793281B,1,EA,2024-07-15T18:16:03Z,Pym Technologies
Helmet_Base_001,Helmet,HE995789C,1,EA,2024-08-01T10:48:52Z,Stark Industries
Helmet_Base_001,Helmet,HE651827B,1,EA,2024-08-20T02:10:02Z,Pym Technologies
Helmet_Base_001,Helmet,HE761767B,1,EA,2024-09-09T06:43:14Z,Stark Industries
Helmet_Base_001,Helmet,HE854371B,1,EA,2024-08-24T17:38:11Z,Pym Technologies
Helmet_Base_001,Helmet,HE871087C,1,EA,2024-09-19T21:44:39Z,Stark Industries
Helmet_Base_001,Helmet,HE503129C,1,EA,2024-07-15T01:29:09Z,Pym Technologies
Helmet_Base_001,Helmet,HE598485C,1,EA,2024-07-27T15:24:19Z,Stark Industries
Helmet_Base_002,Helmet,HE780079C,1,EA,2024-07-28T17:50:35Z,Pym Technologies
Helmet_Base_002,Helmet,HE390011C,1,EA,2024-10-22T13:30:10Z,Stark Industries
Helmet_Base_002,Helmet,HE551064A,1,EA,2024-08-02T23:20:59Z,Pym Technologies
Helmet_Base_002,Helmet,HE352817B,1,EA,2024-08-23T18:59:39Z,Stark Industries
Helmet_Base_002,Helmet,HE921813A,1,EA,2024-09-21T03:37:27Z,Pym Technologies
Helmet_Base_002,Helmet,HE571917B,1,EA,2024-09-20T20:42:27Z,Stark Industries
Helmet_Base_002,Helmet,HE530025A,1,EA,2024-07-02T08:05:26Z,Pym Technologies
Helmet_Base_003,Helmet,HE942099C,1,EA,2024-07-09T04:21:12Z,Stark Industries
Helmet_Base_003,Helmet,HE519280A,1,EA,2024-07-06T08:54:51Z,Pym Technologies
Helmet_Base_003,Helmet,HE263519A,1,EA,2024-07-01T06:48:39Z,Stark Industries
Helmet_Base_003,Helmet,HE889234C,1,EA,2024-08-11T23:16:35Z,Pym Technologies
Helmet_Base_003,Helmet,HE870939B,1,EA,2024-08-24T22:01:23Z,Stark Industries
Helmet_Base_003,Helmet,HE738052B,1,EA,2024-07-01T01:04:32Z,Pym Technologies
Helmet_Base_003,Helmet,HE512266C,1,EA,2024-07-24T11:54:54Z,Stark Industries
Helmet_Base_004,Helmet,HE226393A,1,EA,2024-10-02T01:06:49Z,Pym Technologies
Helmet_Base_004,Helmet,HE240743B,1,EA,2024-08-25T07:43:00Z,Stark Industries
Helmet_Base_004,Helmet,HE553742B,1,EA,2024-07-12T01:45:54Z,Pym Technologies
Helmet_Base_004,Helmet,HE231545A,1,EA,2024-07-25T16:34:49Z,Stark Industries
Helmet_Base_005,Helmet,HE746917C,1,EA,2024-10-11T14:33:02Z,Pym Technologies
Helmet_Base_005,Helmet,HE374061B,1,EA,2024-07-23T18:13:22Z,Stark Industries
Helmet_Base_005,Helmet,HE230109B,1,EA,2024-09-17T20:09:03Z,Pym Technologies
Helmet_Base_005,Helmet,HE655074B,1,EA,2024-10-27T21:42:24Z,Stark Industries
Helmet_Base_005,Helmet,HE204282B,1,EA,2024-09-07T16:38:36Z,Pym Technologies
Helmet_Base_005,Helmet,HE878010A,1,EA,2024-07-07T01:05:11Z,Stark Industries
Helmet_Base_005,Helmet,HE262275A,1,EA,2024-07-11T11:46:09Z,Pym Technologies
Helmet_Base_005,Helmet,HE110835A,1,EA,2024-08-04T00:35:49Z,Stark Industries
Helmet_Nano_001,Helmet,HE808920C,1,EA,2024-10-15T04:10:24Z,Pym Technologies
Helmet_Nano_001,Helmet,HE759096C,1,EA,2024-10-12T20:18:58Z,Stark Industries
Helmet_Nano_001,Helmet,HE654094A,1,EA,2024-10-22T06:12:14Z,Pym Technologies
Helmet_Nano_001,Helmet,HE266239B,1,EA,2024-10-17T21:14:25Z,Stark Industries
Helmet_Nano_001,Helmet,HE592342B,1,EA,2024-07-27T03:33:39Z,Pym Technologies
Helmet_Nano_001,Helmet,HE490210A,1,EA,2024-08-06T00:20:18Z,Stark Industries
Helmet_Nano_001,Helmet,HE904913B,1,EA,2024-09-22T11:08:45Z,Pym Technologies
Helmet_Nano_002,Helmet,HE187459C,1,EA,2024-07-04T06:36:11Z,Stark Industries
Helmet_Nano_002,Helmet,HE114129A,1,EA,2024-08-09T04:27:14Z,Pym Technologies
Helmet_Nano_002,Helmet,HE557244C,1,EA,2024-08-25T13:56:52Z,Stark Industries
Helmet_Nano_002,Helmet,HE888498C,1,EA,2024-10-06T10:30:08Z,Pym Technologies
Helmet_Nano_002,Helmet,HE403949C,1,EA,2024-10-12T15:09:11Z,Stark Industries
Helmet_Nano_004,Helmet,HE486577A,1,EA,2024-07-27T12:56:03Z,Pym Technologies
Helmet_Nano_004,Helmet,HE186228A,1,EA,2024-07-12T15:01:01Z,Stark Industries
Helmet_Nano_004,Helmet,HE571931A,1,EA,2024-10-20T01:10:58Z,Pym Technologies
Helmet_Nano_004,Helmet,HE182899B,1,EA,2024-08-11T09:47:59Z,Stark Industries
Helmet_Nano_004,Helmet,HE825603A,1,EA,2024-09-09T17:57:10Z,Pym Technologies
Helmet_Nano_004,Helmet,HE126029C,1,EA,2024-10-14T08:27:18Z,Stark Industries
Helmet_Nano_004,Helmet,HE497219C,1,EA,2024-09-16T21:28:07Z,Pym Technologies
Helmet_Nano_004,Helmet,HE292075C,1,EA,2024-10-24T07:25:55Z,Stark Industries
Helmet_Nano_004,Helmet,HE379582C,1,EA,2024-07-14T18:56:15Z,Pym Technologies
Helmet_Nano_004,Helmet,HE510432C,1,EA,2024-08-03T09:29:00Z,Stark Industries
Helmet_Nano_005,Helmet,HE207726A,1,EA,2024-07-21T09:48:15Z,Pym Technologies
Helmet_Nano_005,Helmet,HE369720B,1,EA,2024-08-05T10:08:41Z,Stark Industries
Leg_Nano_001,Leg Piece,LE948477A,1,EA,2024-07-27T07:44:39Z,Pym Technologies
Leg_Nano_001,Leg Piece,LE747277B,1,EA,2024-07-14T09:52:33Z,Stark Industries
Leg_Nano_001,Leg Piece,LE654836B,1,EA,2024-09-08T15:43:35Z,Pym Technologies
Leg_Nano_001,Leg Piece,LE639848B,1,EA,2024-07-16T06:50:07Z,Stark Industries
Leg_Nano_002,Leg Piece,LE121120B,1,EA,2024-07-11T20:02:13Z,Pym Technologies
Leg_Nano_002,Leg Piece,LE413641A,1,EA,2024-10-09T03:46:31Z,Stark Industries
Leg_Nano_002,Leg Piece,LE849811C,1,EA,2024-07-19T03:17:17Z,Pym Technologies
Leg_Nano_002,Leg Piece,LE964596B,1,EA,2024-09-03T22:31:32Z,Stark Industries
Leg_Nano_002,Leg Piece,LE331369B,1,EA,2024-10-26T00:57:42Z,Pym Technologies
Leg_Nano_002,Leg Piece,LE683475B,1,EA,2024-09-04T12:00:06Z,Stark Industries
Leg_Nano_003,Leg Piece,LE679360B,1,EA,2024-10-03T07:32:55Z,Pym Technologies
Leg_Nano_003,Leg Piece,LE908120A,1,EA,2024-08-08T03:00:40Z,Stark Industries
Leg_Nano_003,Leg Piece,LE261514A,1,EA,2024-07-25T23:00:52Z,Pym Technologies
Leg_Nano_003,Leg Piece,LE562776B,1,EA,2024-08-23T06:59:06Z,Stark Industries
Leg_Nano_003,Leg Piece,LE461691B,1,EA,2024-10-26T01:11:07Z,Pym Technologies
Leg_Nano_003,Leg Piece,LE558801C,1,EA,2024-07-16T02:14:05Z,Stark Industries
Leg_Nano_004,Leg Piece,LE663827B,1,EA,2024-07-21T15:37:55Z,Pym Technologies
Leg_Nano_004,Leg Piece,LE987907C,1,EA,2024-10-28T11:05:35Z,Stark Industries
Leg_Nano_004,Leg Piece,LE770543A,1,EA,2024-10-19T20:01:06Z,Pym Technologies
Leg_Nano_005,Leg Piece,LE179006C,1,EA,2024-09-20T13:18:28Z,Stark Industries
Leg_Nano_005,Leg Piece,LE511089B,1,EA,2024-08-08T10:00:14Z,Pym Technologies
Leg_Nano_005,Leg Piece,LE490294A,1,EA,2024-07-25T00:11:37Z,Stark Industries
Leg_Nano_005,Leg Piece,LE812299A,1,EA,2024-09-06T21:39:28Z,Pym Technologies
Leg_Nano_005,Leg Piece,LE855719C,1,EA,2024-10-03T19:10:32Z,Stark Industries
Leg_Nano_005,Leg Piece,LE140507A,1,EA,2024-09-06T18:45:58Z,Pym Technologies
Shoulder_Nano_001,Shoulder Plate,SH809279A,1,EA,2024-09-04T13:43:16Z,Stark Industries
Shoulder_Nano_001,Shoulder Plate,SH613395A,1,EA,2024-10-17T18:39:05Z,Pym Technologies
Shoulder_Nano_001,Shoulder Plate,SH906385B,1,EA,2024-10-28T15:10:06Z,Stark Industries
Shoulder_Nano_001,Shoulder Plate,SH450932C,1,EA,2024-09-01T13:53:53Z,Pym Technologies
Shoulder_Nano_001,Shoulder Plate,SH587004A,1,EA,2024-08-17T22:34:20Z,Stark Industries
Shoulder_Nano_001,Shoulder Plate,SH712861B,1,EA,2024-07-20T15:45:38Z,Pym Technologies
Shoulder_Nano_001,Shoulder Plate,SH153938A,1,EA,2024-10-18T17:42:18Z,Stark Industries
Shoulder_Nano_001,Shoulder Plate,SH846737C,1,EA,2024-09-22T04:09:42Z,Pym Technologies
Shoulder_Nano_002,Shoulder Plate,SH756352C,1,EA,2024-08-22T13:23:55Z,Stark Industries
Shoulder_Nano_002,Shoulder Plate,SH632221C,1,EA,2024-09-15T22:37:15Z,Pym Technologies
Shoulder_Nano_002,Shoulder Plate,SH314382B,1,EA,2024-09-24T20:43:11Z,Stark Industries
Shoulder_Nano_002,Shoulder Plate,SH997047A,1,EA,2024-10-13T17:33:47Z,Pym Technologies
Shoulder_Nano_002,Shoulder Plate,SH756819C,1,EA,2024-08-16T05:37:44Z,Stark Industries
Shoulder_Nano_002,Shoulder Plate,SH719374B,1,EA,2024-08-14T11:58:06Z,Pym Technologies
Shoulder_Nano_002,Shoulder Plate,SH235866C,1,EA,2024-09-24T06:37:08Z,Stark Industries
Shoulder_Nano_002,Shoulder Plate,SH994711A,1,EA,2024-09-09T00:37:55Z,Pym Technologies
Shoulder_Nano_002,Shoulder Plate,SH843037B,1,EA,2024-10-15T20:48:09Z,Stark Industries
Shoulder_Nano_003,Shoulder Plate,SH214436A,1,EA,2024-07-23T18:07:23Z,Pym Technologies
Shoulder_Nano_003,Shoulder Plate,SH653609B,1,EA,2024-10-08T08:51:37Z,Stark Industries
Shoulder_Nano_003,Shoulder Plate,SH956707B,1,EA,2024-07-18T21:01:25Z,Pym Technologies
Shoulder_Nano_003,Shoulder Plate,SH968881B,1,EA,2024-07-11T10:08:39Z,Stark Industries
Shoulder_Nano_003,Shoulder Plate,SH164275A,1,EA,2024-10-14T14:44:44Z,Pym Technologies
Shoulder_Nano_003,Shoulder Plate,SH329083C,1,EA,2024-08-23T03:46:32Z,Stark Industries
Shoulder_Nano_003,Shoulder Plate,SH129237A,1,EA,2024-09-20T16:00:40Z,Pym Technologies
Shoulder_Nano_003,Shoulder Plate,SH569537A,1,EA,2024-07-06T20:52:09Z,Stark Industries
Shoulder_Nano_003,Shoulder Plate,SH384622C,1,EA,2024-07-05T15:47:17Z,Pym Technologies
Shoulder_Nano_003,Shoulder Plate,SH551764A,1,EA,2024-09-28T02:13:12Z,Stark Industries
Shoulder_Nano_004,Shoulder Plate,SH132663A,1,EA,2024-10-24T15:27:41Z,Pym Technologies
Shoulder_Nano_004,Shoulder Plate,SH448746B,1,EA,2024-08-13T16:15:14Z,Stark Industries
Shoulder_Nano_004,Shoulder Plate,SH615361A,1,EA,2024-07-23T08:43:01Z,Pym Technologies
Shoulder_Nano_004,Shoulder Plate,SH143175C,1,EA,2024-10-11T08:22:16Z,Stark Industries
Shoulder_Nano_004,Shoulder Plate,SH165759C,1,EA,2024-10-21T03:20:09Z,Pym Technologies
Shoulder_Nano_005,Shoulder Plate,SH741132C,1,EA,2024-09-10T05:05:51Z,Stark Industries
Shoulder_Nano_005,Shoulder Plate,SH446218B,1,EA,2024-10-16T05:30:32Z,Pym Technologies
Shoulder_Nano_005,Shoulder Plate,SH664664A,1,EA,2024-08-12T17:39:07Z,Stark Industries
Shoulder_Nano_005,Shoulder Plate,SH638336A,1,EA,2024-10-17T19:58:18Z,Pym Technologies
Shoulder_Nano_005,Shoulder Plate,SH621249C,1,EA,2024-08-22T11:38:45Z,Stark Industries
Shoulder_Nano_005,Shoulder Plate,SH568470C,1,EA,2024-08-12T00:21:17Z,Pym Technologies
Shoulder_Nano_005,Shoulder Plate,SH958114A,1,EA,2024-08-24T23:18:56Z,Stark Industries
Thruster_001,Thruster,TH226096A,1,EA,2024-08-21T22:11:44Z,Pym Technologies
Thruster_001,Thruster,TH465038C,1,EA,2024-10-15T00:16:19Z,Stark Industries
Thruster_001,Thruster,TH568344B,1,EA,2024-08-03T07:05:57Z,Pym Technologies
Thruster_001,Thruster,TH140082A,1,EA,2024-08-13T02:25:28Z,Stark Industries
Thruster_001,Thruster,TH883511A,1,EA,2024-07-05T15:24:00Z,Pym Technologies
Thruster_001,Thruster,TH899566A,1,EA,2024-10-27T02:31:49Z,Stark Industries
Thruster_001,Thruster,TH704236A,1,EA,2024-08-27T03:56:54Z,Pym Technologies
Thruster_001,Thruster,TH695669A,1,EA,2024-09-25T17:56:03Z,Stark Industries
Thruster_001,Thruster,TH823714C,1,EA,2024-10-03T18:09:20Z,Pym Technologies
Thruster_001,Thruster,TH442174B,1,EA,2024-08-17T23:14:46Z,Stark Industries
Thruster_001,Thruster,TH340119A,1,EA,2024-10-23T20:26:11Z,Pym Technologies
Thruster_002,Thruster,TH972886C,1,EA,2024-07-12T20:04:41Z,Stark Industries
Thruster_002,Thruster,TH299897A,1,EA,2024-07-05T01:47:48Z,Pym Technologies
Thruster_002,Thruster,TH590050B,1,EA,2024-07-11T18:59:03Z,Stark Industries
Thruster_002,Thruster,TH608901A,1,EA,2024-08-28T14:20:45Z,Pym Technologies
Thruster_003,Thruster,TH303743A,1,EA,2024-07-14T05:53:36Z,Stark Industries
Thruster_003,Thruster,TH157742A,1,EA,2024-08-11T04:10:20Z,Pym Technologies
Thruster_003,Thruster,TH970484C,1,EA,2024-10-07T23:08:51Z,Stark Industries
Thruster_003,Thruster,TH944084B,1,EA,2024-10-24T13:50:12Z,Pym Technologies
Thruster_003,Thruster,TH687129B,1,EA,2024-10-28T13:45:23Z,Stark Industries
Thruster_003,Thruster,TH222201C,1,EA,2024-09-02T02:03:05Z,Pym Technologies
Thruster_003,Thruster,TH263540C,1,EA,2024-10-02T06:49:52Z,Stark Industries
Thruster_004,Thruster,TH161826B,1,EA,2024-09-20T02:19:45Z,Pym Technologies
Thruster_004,Thruster,TH336791A,1,EA,2024-07-28T12:03:16Z,Stark Industries
Thruster_004,Thruster,TH200540C,1,EA,2024-08-12T13:01:51Z,Pym Technologies
Thruster_004,Thruster,TH928955B,1,EA,2024-07-05T05:49:00Z,Stark Industries
Thruster_004,Thruster,TH920568C,1,EA,2024-07-09T14:17:49Z,Pym Technologies
Thruster_004,Thruster,TH517388B,1,EA,2024-08-03T20:15:25Z,Stark Industries
Thruster_004,Thruster,TH518480C,1,EA,2024-09-04T10:34:56Z,Pym Technologies
Thruster_005,Thruster,TH791560A,1,EA,2024-08-11T15:56:57Z,Stark Industries
Thruster_005,Thruster,TH370243C,1,EA,2024-07-16T20:15:34Z,Pym Technologies
Thruster_005,Thruster,TH207681B,1,EA,2024-09-25T19:36:11Z,Stark Industries
Thruster_005,Thruster,TH136791A,1,EA,2024-08-15T22:40:23Z,Pym Technologies
Thruster_005,Thruster,TH988866A,1,EA,2024-08-21T09:29:23Z,Stark Industries
Thruster_005,Thruster,TH274064C,1,EA,2024-10-21T04:32:01Z,Pym Technologies
Thruster_005,Thruster,TH970169C,1,EA,2024-09-12T23:20:42Z,Stark Industries
Thruster_005,Thruster,TH511918C,1,EA,2024-08-14T15:28:49Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC3349377,1,EA,2024-09-02T14:05:21Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC2971206,1,EA,2024-08-12T21:52:57Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC1337635,1,EA,2024-10-01T13:19:19Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC3067923,1,EA,2024-10-26T15:07:30Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC742665,1,EA,2024-08-13T23:32:35Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC4109400,1,EA,2024-10-28T07:42:57Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC3758878,1,EA,2024-07-23T07:43:44Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC4358951,1,EA,2024-10-02T18:36:31Z,Pym Technologies
Arc_Reactor_mk1,Arc Reactor,ARC4262900,1,EA,2024-07-15T06:01:03Z,Stark Industries
Arc_Reactor_mk1,Arc Reactor,ARC1772355,1,EA,2024-10-24T18:38:54Z,Pym Technologies
